project_name,name,title,deneme,org_id,idea,project_link,nextt,tag,key,description
,,"
  GNU Octave: Optimization package: Add lsqcurvefit,lsqlin,lsqnonlin/etc
",,,,,,,," GNU Project, The Optimization package is missing functions for  'lsqnonlin', 'lsqcurvefit', 'nonlin_curvefit', 'nonlin_residmin', 'lsqnonlin', 'fmincon', 'quadprog' etc.

The first priority is to implement these as using back-end algorithms already present in the Optimization package, the documentation for leasqr, nonlin_residmin, nonlin_curvefit, nonlin_min.

Further extension would be to add new optimization algorithms or variants in the back-end to those already implemented."
,,"
  Improving Matrix Functions in GNU Octave
",,,,,,,," GNU Project, Matrix Functions are widely used to describe dynamical systems, this project aims at implementing those based on algorithms developed at the University of Manchester by Dr. Philip Davies and Matthew Smith, led by Prof.  Nick Higham. Upon completion Gnu Octave should have a reliable working funm based on the Schur-Parlett algorithms by Higham et al., that calls to specific matrix functions if these have an instance of their own."
,,"
  [GNU Wget] Improve Wget's security - Version 2
",,,,,,,," GNU Project, I propose a project to improve Wget's security by adding support for some of the most widely used and regarded security mechanisms. If this proposal gets accepted, by the end of the project, Wget will be able to handle the HSTS extension to HTTP, and to interact with an FTP server via SSL/TLS. This is a copy-paste of the original document, which is hosted at Google Drive, and can be found in the additional info URL."
,,"
  Mailman client written in JavaScript
",,,,,,,," GNU Mailman, The project aims to port mailman.client to JavaScript, providing an API familiar to Node.js/IO.js developers, and finally ship it as a npm package for easy installation in a Node.js environment. The other main objectives would be to write a strong test suite for the developed Mailman JavaScript Client and writing API usage as well as design documentation for facilitating future work."
,,"
  A Dashboard for Admins/Owners/Moderators
",,,,,,,," GNU Mailman, During the program, I intend to develop a centralized dashboard for Postorius, which would be used by owners and moderators of multiple lists to easily handle subscription requests and held messages, all from one location. The project primarily focuses on grouping of various tasks related to pending moderations, requests and lists management to a single page, while emphasizing priority actions that need to be taken by the role holders."
,,"
  Improvements to yesod-devel
",,,,,,,," haskell.org, Coming up with a yesod devel server based on the package yesod-devel-beta. One that is more general, more powerful and is able to work with all haskell web applications."
,,"
  Interactive widgets in IHaskell
",,,,,,,," haskell.org, Mathematica provides a good interface for plotting graphs and then manipulating constants to get real-time changes in the plot. The goal of this project is to add such facilities to the IHaskell package. The major work of this proposal is to implement:

1) A Haskell equivalent of the `interact' function provided by IPython in  `Python.html.widgets.interaction'.

2) All widgets required for implementing the `interact' function."
,,"
  Native Haskell Type Encoding for LiquidHaskell
",,,,,,,," haskell.org, LiquidHaskell is a correctness-checking system that brings refinement types to Haskell. The current implementation parses type signatures and other specifications from special comments in Haskell source code. The majority of user issues - crashes and unclear error messages - trace back to this portion of the codebase, hampering widespread adoption. I propose to replace this with a system that encodes refinement types in Haskell's type system, achieving code reuse and deeper integration with GHC."
,,"
  Fast splittable pseudorandom number generator for System.Random
",,,,,,,," haskell.org, Random number generation is vital for cryptography, non-deterministic algorithms or modelling. With cheap multicore processors, the language which utilizes the given resources without compromising the properties of the generated pseudorandom numbers and achieving maximum speedup is more likely to be used for computation-intensive industrial applications. However, the current standard library splittable generator has performance and correctness flaws which the following proposal is to address."
,,"
  Exhaustiveness Checker for PureScript
",,,,,,,," haskell.org, Pattern matches in PureScript are currently not checked for exhaustiveness at compile time, which can lead to unexpected failures at run-time.
The main goal from this project is to provide an exhaustiveness checker for pattern match errors that allows non-exhaustive patterns to exist, yet ensures that a pattern match error does not occur and thus avoiding unexpected crashes while executing a program."
